,open,high,low,close,volume,value,middel,upper,lower
2023-10-08 13:00:00,38093000.0,38100000.0,37880000.0,37961000.0,276.9747244,10514123222.88708,37696050.0,38188638.212778606,37203461.787221394
2023-10-08 17:00:00,37964000.0,38000000.0,37786000.0,37804000.0,454.05751185,17209252723.56577,37713500.0,38194729.34678854,37232270.65321146
2023-10-08 21:00:00,37804000.0,37995000.0,37587000.0,37885000.0,456.35780118,17287859307.48639,37739300.0,38197541.995364666,37281058.004635334
2023-10-09 01:00:00,37885000.0,37938000.0,37760000.0,37837000.0,262.64084335,9940793682.64177,37748900.0,38206868.46593349,37290931.53406651
2023-10-09 05:00:00,37837000.0,37969000.0,37820000.0,37929000.0,137.17126626,5201239701.18219,37773000.0,38214508.89601814,37331491.10398186
2023-10-09 09:00:00,37929000.0,38047000.0,37810000.0,37997000.0,532.93031098,20205199135.0993,37805050.0,38210710.202632695,37399389.797367305
2023-10-09 13:00:00,37995000.0,38016000.0,37870000.0,37880000.0,319.91890948,12146632229.48316,37836150.0,38150263.80773619,37522036.19226381
2023-10-09 17:00:00,37880000.0,37967000.0,37308000.0,37351000.0,1221.56629016,45928729360.4888,37833750.0,38162327.71651388,37505172.28348612
2023-10-09 21:00:00,37351000.0,37564000.0,37237000.0,37411000.0,642.22605689,24022188652.42954,37829300.0,38178662.78836581,37479937.21163419
2023-10-10 01:00:00,37411000.0,37810000.0,37295000.0,37719000.0,244.23264252,9163620206.50092,37829600.0,38178552.35687472,37480647.64312528
2023-10-10 05:00:00,37719000.0,37750000.0,37595000.0,37595000.0,226.00119518,8512667085.32482,37818350.0,38182770.39055551,37453929.60944449
2023-10-10 09:00:00,37595000.0,37711000.0,37487000.0,37610000.0,454.96965525,17097018285.9384,37808700.0,38184864.073944226,37432535.926055774
2023-10-10 13:00:00,37610000.0,37764000.0,37560000.0,37740000.0,390.3424319,14704598565.29546,37805800.0,38183203.65100178,37428396.34899822
2023-10-10 17:00:00,37743000.0,37810000.0,37510000.0,37515000.0,409.78751783,15440719355.14376,37790550.0,38189567.46433221,37391532.53566779
2023-10-10 21:00:00,37517000.0,37640000.0,37326000.0,37402000.0,515.5532932,19303191505.36755,37766250.0,38198121.26493167,37334378.73506833
2023-10-11 01:00:00,37400000.0,37495000.0,37262000.0,37385000.0,148.61848215,5553154753.38451,37739000.0,38195444.38180813,37282555.61819187
2023-10-11 05:00:00,37368000.0,37489000.0,37322000.0,37336000.0,169.32508711,6334046514.96968,37710150.0,38192492.64955418,37227807.35044582
2023-10-11 09:00:00,37323000.0,37403000.0,36750000.0,36774000.0,1033.79575724,38304862601.84631,37656600.0,38290044.850754485,37023155.149245515
2023-10-11 13:00:00,36774000.0,36960000.0,36720000.0,36833000.0,539.05830169,19880234985.31854,37603150.0,38323808.55116582,36882491.44883418
2023-10-11 17:00:00,36833000.0,37190000.0,36822000.0,37037000.0,454.85038108,16834935138.22048,37550050.0,38273371.71629445,36826728.28370555
2023-10-11 21:00:00,37038000.0,37109000.0,36551000.0,36588000.0,524.26037592,19307766559.89163,37481400.0,38295431.78523226,36667368.21476774
2023-10-12 01:00:00,36588000.0,36599000.0,36291000.0,36566000.0,505.41862397,18423494366.23436,37419500.0,38314495.56011836,36524504.43988164
2023-10-12 05:00:00,36582000.0,36683000.0,36451000.0,36671000.0,244.86472463,8952421041.6504,37358800.0,38284992.34105642,36432607.65894358
2023-10-12 09:00:00,36671000.0,36674000.0,36410000.0,36644000.0,438.22380015,16013315236.8291,37299150.0,38249031.383176476,36349268.616823524
2023-10-12 13:00:00,36644000.0,36696000.0,36541000.0,36609000.0,248.03965283,9082387157.29254,37233150.0,38182197.22859574,36284102.77140426
2023-10-12 17:00:00,36609000.0,36666000.0,36460000.0,36652000.0,288.09129783,10531316823.67154,37165900.0,38076896.88600773,36254903.11399227
2023-10-12 21:00:00,36655000.0,36700000.0,36440000.0,36520000.0,371.63898081,13589497151.81627,37097900.0,37987236.33445928,36208563.66554072
2023-10-13 01:00:00,36520000.0,36674000.0,36408000.0,36600000.0,149.57884932,5461078617.15494,37060350.0,37967921.72255362,36152778.27744638
2023-10-13 05:00:00,36600000.0,36880000.0,36538000.0,36750000.0,267.69291514,9825787523.93323,37027300.0,37929230.81774601,36125369.18225399
2023-10-13 09:00:00,36750000.0,36917000.0,36724000.0,36757000.0,310.356852,11427094822.2654,36979200.0,37826780.73051293,36131619.26948707
2023-10-13 13:00:00,36757000.0,37014000.0,36757000.0,36936000.0,317.0726105,11692390479.47859,36946250.0,37742730.38268372,36149769.61731628
2023-10-13 17:00:00,36936000.0,36982000.0,36772000.0,36888000.0,321.68938007,11856958491.7233,36910150.0,37642855.807265095,36177444.192734905
2023-10-13 21:00:00,36888000.0,37060000.0,36780000.0,36799000.0,289.71032738,10692573526.11503,36863100.0,37483711.54898764,36242488.45101236
2023-10-14 01:00:00,36795000.0,36927000.0,36760000.0,36821000.0,101.01231769,3721718028.64749,36828400.0,37367838.460467525,36288961.539532475
2023-10-14 05:00:00,36840000.0,37193000.0,36819000.0,36968000.0,417.1487504,15450777446.96839,36806700.0,37279824.930647284,36333575.069352716
2023-10-14 09:00:00,36968000.0,37156000.0,36939000.0,37107000.0,233.44511117,8645798427.96783,36792800.0,37207061.34644436,36378538.65355564
2023-10-14 13:00:00,37108000.0,37112000.0,36952000.0,36981000.0,237.95965664,8806913661.26241,36775050.0,37115084.34811021,36435015.65188979
2023-10-14 17:00:00,36981000.0,37005000.0,36900000.0,36942000.0,172.89759135,6391321644.06378,36783450.0,37131579.12002664,36435320.87997336
2023-10-14 21:00:00,36941000.0,37035000.0,36887000.0,36997000.0,200.53799231,7410333525.02739,36791650.0,37152197.69740668,36431102.30259332
2023-10-15 01:00:00,37001000.0,37029000.0,36787000.0,36821000.0,210.03759543,7748727820.46228,36780850.0,37122920.0297646,36438779.9702354
2023-10-15 05:00:00,36821000.0,36855000.0,36700000.0,36790000.0,167.18739228,6148174006.76865,36790950.0,37120753.43428041,36461146.56571959
2023-10-15 09:00:00,36790000.0,36890000.0,36704000.0,36817000.0,305.06569373,11228655583.711,36803500.0,37115904.93290801,36491095.06709199
2023-10-15 13:00:00,36810000.0,36859000.0,36750000.0,36825000.0,204.12001697,7510771993.4239,36811200.0,37117383.70818496,36505016.29181504
2023-10-15 17:00:00,36825000.0,36878000.0,36720000.0,36723000.0,236.43278944,8700058389.61067,36815150.0,37114206.9563777,36516093.0436223
2023-10-15 21:00:00,36723000.0,36849000.0,36659000.0,36805000.0,455.64535285,16742878189.74929,36824950.0,37107979.08535677,36541920.91464323
2023-10-16 01:00:00,36815000.0,36984000.0,36735000.0,36931000.0,147.02670455,5418576970.06061,36838900.0,37113411.54706803,36564388.45293197
2023-10-16 05:00:00,36931000.0,37189000.0,36892000.0,37086000.0,300.27715281,11131559374.61585,36867200.0,37119050.91663626,36615349.08336374
2023-10-16 09:00:00,37087000.0,37230000.0,37000000.0,37203000.0,405.31850821,15053344242.74203,36897350.0,37158711.83831293,36635988.16168707
2023-10-16 13:00:00,37205000.0,38150000.0,37135000.0,37981000.0,1407.50933413,53313777761.45124,36958900.0,37502046.73795151,36415753.26204849
2023-10-16 17:00:00,37981000.0,38016000.0,37662000.0,37829000.0,483.02235397,18269843050.9536,37012500.0,37671069.58230459,36353930.41769541
2023-10-16 21:00:00,37829000.0,40700000.0,37725000.0,38197000.0,5638.87321388,219281176267.26547,37075550.0,37918829.68139439,36232270.31860561
2023-10-17 01:00:00,38202000.0,39107000.0,38172000.0,38650000.0,543.20371907,20987039550.14246,37163650.0,38255852.84890577,36071447.15109423
2023-10-17 05:00:00,38639000.0,38868000.0,38406000.0,38697000.0,647.68239524,25008404272.7386,37258550.0,38532117.79829034,35984982.20170966
2023-10-17 09:00:00,38686000.0,38780000.0,38316000.0,38399000.0,755.96454912,29100398523.83856,37337450.0,38689956.67475734,35984943.32524266
2023-10-17 13:00:00,38399000.0,38650000.0,38156000.0,38583000.0,558.52833648,21406016435.91669,37418200.0,38867231.85101748,35969168.14898252
2023-10-17 17:00:00,38583000.0,38939000.0,38538000.0,38634000.0,613.46852579,23752731548.99571,37494550.0,39032715.75316528,35956384.24683472
2023-10-17 21:00:00,38633000.0,38900000.0,38316000.0,38782000.0,788.49990976,30449242805.81385,37584600.0,39204859.550358,35964340.449642
2023-10-18 01:00:00,38805000.0,38947000.0,38632000.0,38864000.0,218.86795352,8493926407.56937,37680700.0,39367123.82136376,35994276.17863624
2023-10-18 05:00:00,38870000.0,38901000.0,38648000.0,38652000.0,254.43846336,9859578584.64622,37763450.0,39470904.0573306,36055995.9426694
2023-10-18 09:00:00,38652000.0,38838000.0,38556000.0,38834000.0,538.57037598,20841050478.07979,37864100.0,39574957.20589048,36153242.79410952
2023-10-18 13:00:00,38834000.0,39380000.0,38755000.0,38827000.0,886.74003857,34612241700.53037,37965950.0,39649894.05145214,36282005.94854786
2023-10-18 17:00:00,38828000.0,39000000.0,38600000.0,38675000.0,407.30361101,15798041943.57506,38058850.0,39679732.05681513,36437967.94318487
2023-10-18 21:00:00,38695000.0,38776000.0,38479000.0,38625000.0,490.09724903,18940199000.28967,38148850.0,39678598.417568274,36619101.582431726
2023-10-19 01:00:00,38625000.0,38762000.0,38585000.0,38607000.0,160.645955,6216563150.88538,38243050.0,39628310.67848922,36857789.32151078
2023-10-19 05:00:00,38610000.0,38730000.0,38529000.0,38710000.0,215.39690079,8322466144.6267,38338300.0,39559481.671040066,37117118.328959934
2023-10-19 09:00:00,38672000.0,38890000.0,38550000.0,38657000.0,459.5489811,17784266991.7422,38424600.0,39456279.754473,37392920.245527
2023-10-19 13:00:00,38658000.0,38758000.0,38590000.0,38745000.0,260.83531524,10083619138.36679,38507550.0,39332032.86184352,37683067.13815648
2023-10-19 17:00:00,38746000.0,39071000.0,38706000.0,38889000.0,1477.62221987,57467638244.91361,38591850.0,39159474.88540084,38024225.11459916
2023-10-19 21:00:00,38889000.0,39200000.0,38800000.0,39002000.0,1032.84927871,40237815362.52893,38642900.0,39160669.26379065,38125130.73620935
2023-10-20 01:00:00,39002000.0,39250000.0,38810000.0,39092000.0,461.00936976,17997750155.14525,38706050.0,39098854.477946386,38313245.522053614
2023-10-20 05:00:00,39111000.0,39216000.0,38898000.0,39000000.0,519.40524058,20250644988.59546,38746200.0,39079583.6733918,38412816.3266082
2023-10-20 09:00:00,39000000.0,39850000.0,38820000.0,39678000.0,1610.09743664,63300350110.51405,38797600.0,39327564.20931785,38267635.79068215
2023-10-20 13:00:00,39678000.0,39837000.0,39500000.0,39662000.0,898.4364069,35637814760.99495,38845850.0,39498714.22381445,38192985.77618555
2023-10-20 17:00:00,39662000.0,40700000.0,39662000.0,40446000.0,2160.10233937,87081995323.6673,38948200.0,39885822.43551386,38010577.56448614
2023-10-20 21:00:00,40451000.0,40500000.0,39827000.0,40049000.0,1232.59336478,49381710866.0213,39021500.0,40062433.48794041,37980566.51205959
2023-10-21 01:00:00,40049000.0,40099000.0,39821000.0,40048000.0,248.09987302,9921301028.6756,39092200.0,40211448.16870875,37972951.83129125
2023-10-21 05:00:00,40048000.0,40374000.0,40026000.0,40250000.0,306.50434364,12319806792.19497,39165600.0,40387068.38294174,37944131.61705826
2023-10-21 09:00:00,40250000.0,40285000.0,39975000.0,40159000.0,563.58772812,22608457147.65532,39230350.0,40519899.78271692,37940800.21728308
2023-10-21 13:00:00,40159000.0,40300000.0,40080000.0,40235000.0,317.04810396,12743449210.23811,39309500.0,40643153.23355377,37975846.76644623
2023-10-21 17:00:00,40222000.0,40440000.0,40147000.0,40401000.0,430.69940827,17360202000.37466,39387850.0,40786420.28877049,37989279.71122951
2023-10-21 21:00:00,40401000.0,40494000.0,40228000.0,40462000.0,514.00960275,20740307532.14537,39469600.0,40920304.27905316,38018895.72094684
2023-10-22 01:00:00,40462000.0,40745000.0,40363000.0,40631000.0,492.10497354,19945403912.97595,39567400.0,41055793.18517797,38079006.81482203
2023-10-22 05:00:00,40631000.0,40631000.0,40390000.0,40400000.0,237.17825419,9603634902.87858,39656150.0,41119406.39369326,38192893.60630674
2023-10-22 09:00:00,40406000.0,40600000.0,40340000.0,40420000.0,378.17239023,15291737625.97354,39746800.0,41160173.65715399,38333426.34284601
2023-10-22 13:00:00,40447000.0,40736000.0,40200000.0,40262000.0,621.91518894,25175815411.22525,39824400.0,41166727.969963886,38482072.030036114
2023-10-22 17:00:00,40262000.0,40468000.0,40185000.0,40417000.0,653.82637401,26385955119.32999,39912400.0,41159901.317370884,38664898.682629116
2023-10-22 21:00:00,40437000.0,40468000.0,40256000.0,40329000.0,445.32947185,17986223822.03787,39991600.0,41122739.41622921,38860460.58377079
2023-10-23 01:00:00,40290000.0,40402000.0,40270000.0,40282000.0,254.5749424,10270991415.43265,40061250.0,41071627.2875307,39050872.7124693
